4.750799999999999912e+00,4.113500000000000156e+00,0.000000000000000000e+00
4.748000000000000220e+00,4.113500000000000156e+00,0.000000000000000000e+00
4.745199999999999640e+00,4.113500000000000156e+00,0.000000000000000000e+00
4.742499999999999716e+00,4.113500000000000156e+00,0.000000000000000000e+00
4.739700000000000024e+00,4.113500000000000156e+00,0.000000000000000000e+00
4.736900000000000333e+00,4.113400000000000389e+00,0.000000000000000000e+00
4.734099999999999753e+00,4.113400000000000389e+00,0.000000000000000000e+00
4.731200000000000294e+00,4.113400000000000389e+00,0.000000000000000000e+00
4.728399999999999714e+00,4.113400000000000389e+00,0.000000000000000000e+00
4.725500000000000256e+00,4.113400000000000389e+00,0.000000000000000000e+00
4.722500000000000142e+00,4.113400000000000389e+00,0.000000000000000000e+00
4.719599999999999795e+00,4.113400000000000389e+00,0.000000000000000000e+00
4.716499999999999915e+00,4.113400000000000389e+00,0.000000000000000000e+00
4.713400000000000034e+00,4.113400000000000389e+00,0.000000000000000000e+00
4.710200000000000387e+00,4.113400000000000389e+00,0.000000000000000000e+00
4.706999999999999851e+00,4.113400000000000389e+00,0.000000000000000000e+00
4.703700000000000436e+00,4.113299999999999734e+00,0.000000000000000000e+00
4.700199999999999712e+00,4.113299999999999734e+00,0.000000000000000000e+00
4.696699999999999875e+00,4.113299999999999734e+00,0.000000000000000000e+00
4.693100000000000271e+00,4.113199999999999967e+00,0.000000000000000000e+00
4.689400000000000013e+00,4.113199999999999967e+00,0.000000000000000000e+00
4.685500000000000220e+00,4.113100000000000200e+00,0.000000000000000000e+00
4.681499999999999773e+00,4.113100000000000200e+00,0.000000000000000000e+00
4.677399999999999558e+00,4.113000000000000433e+00,0.000000000000000000e+00
4.673199999999999577e+00,4.112899999999999778e+00,0.000000000000000000e+00
4.668800000000000061e+00,4.112800000000000011e+00,0.000000000000000000e+00
4.664299999999999891e+00,4.112700000000000244e+00,0.000000000000000000e+00
4.659600000000000186e+00,4.112599999999999589e+00,0.000000000000000000e+00
4.654799999999999827e+00,4.112499999999999822e+00,0.000000000000000000e+00
4.649799999999999933e+00,4.112300000000000288e+00,0.000000000000000000e+00
4.644700000000000273e+00,4.112199999999999633e+00,0.000000000000000000e+00
4.639400000000000190e+00,4.112000000000000099e+00,0.000000000000000000e+00
4.633899999999999686e+00,4.111799999999999677e+00,0.000000000000000000e+00
4.628300000000000303e+00,4.111600000000000144e+00,0.000000000000000000e+00
4.622499999999999609e+00,4.111399999999999721e+00,0.000000000000000000e+00
4.616500000000000270e+00,4.111200000000000188e+00,0.000000000000000000e+00
4.610299999999999621e+00,4.110999999999999766e+00,0.000000000000000000e+00
4.604000000000000092e+00,4.110699999999999577e+00,0.000000000000000000e+00
4.597500000000000142e+00,4.110400000000000276e+00,0.000000000000000000e+00
4.590799999999999770e+00,4.110100000000000087e+00,0.000000000000000000e+00
4.583999999999999631e+00,4.109799999999999898e+00,0.000000000000000000e+00
4.576999999999999957e+00,4.109499999999999709e+00,0.000000000000000000e+00
4.569799999999999862e+00,4.109099999999999753e+00,0.000000000000000000e+00
4.562400000000000233e+00,4.108699999999999797e+00,0.000000000000000000e+00
4.554899999999999949e+00,4.108299999999999841e+00,0.000000000000000000e+00
4.547200000000000131e+00,4.107899999999999885e+00,0.000000000000000000e+00
4.539399999999999658e+00,4.107400000000000162e+00,0.000000000000000000e+00
4.531399999999999650e+00,4.107000000000000206e+00,0.000000000000000000e+00
4.523299999999999876e+00,4.106499999999999595e+00,0.000000000000000000e+00
4.514999999999999680e+00,4.105999999999999872e+00,0.000000000000000000e+00
4.506599999999999717e+00,4.105400000000000382e+00,0.000000000000000000e+00
4.498099999999999987e+00,4.104800000000000004e+00,0.000000000000000000e+00
4.489399999999999835e+00,4.104199999999999626e+00,0.000000000000000000e+00
4.480599999999999916e+00,4.103600000000000136e+00,0.000000000000000000e+00
4.471599999999999575e+00,4.102999999999999758e+00,0.000000000000000000e+00
4.462600000000000122e+00,4.102299999999999613e+00,0.000000000000000000e+00
4.453400000000000247e+00,4.101600000000000357e+00,0.000000000000000000e+00
4.444200000000000372e+00,4.100900000000000212e+00,0.000000000000000000e+00
4.434800000000000075e+00,4.100100000000000300e+00,0.000000000000000000e+00
4.425399999999999778e+00,4.099300000000000388e+00,0.000000000000000000e+00
4.415899999999999714e+00,4.098499999999999588e+00,0.000000000000000000e+00
4.406299999999999883e+00,4.097699999999999676e+00,0.000000000000000000e+00
4.396700000000000053e+00,4.096799999999999997e+00,0.000000000000000000e+00
4.386999999999999567e+00,4.095900000000000318e+00,0.000000000000000000e+00
4.377200000000000202e+00,4.094899999999999984e+00,0.000000000000000000e+00
4.367399999999999949e+00,4.094000000000000306e+00,0.000000000000000000e+00
4.357599999999999696e+00,4.092999999999999972e+00,0.000000000000000000e+00
4.347800000000000331e+00,4.091999999999999638e+00,0.000000000000000000e+00
4.337900000000000311e+00,4.090900000000000425e+00,0.000000000000000000e+00
4.328000000000000291e+00,4.089900000000000091e+00,0.000000000000000000e+00
4.318200000000000038e+00,4.088799999999999990e+00,0.000000000000000000e+00
4.308300000000000018e+00,4.087600000000000122e+00,0.000000000000000000e+00
4.298499999999999766e+00,4.086500000000000021e+00,0.000000000000000000e+00
4.288599999999999746e+00,4.085300000000000153e+00,0.000000000000000000e+00
4.278900000000000148e+00,4.083999999999999631e+00,0.000000000000000000e+00
4.269099999999999895e+00,4.082799999999999763e+00,0.000000000000000000e+00
4.259400000000000297e+00,4.081500000000000128e+00,0.000000000000000000e+00
4.249799999999999578e+00,4.080199999999999605e+00,0.000000000000000000e+00
4.240300000000000402e+00,4.078899999999999970e+00,0.000000000000000000e+00
4.230800000000000338e+00,4.077499999999999680e+00,0.000000000000000000e+00
4.221400000000000041e+00,4.076100000000000279e+00,0.000000000000000000e+00
4.212100000000000399e+00,4.074699999999999989e+00,0.000000000000000000e+00
4.202899999999999636e+00,4.073299999999999699e+00,0.000000000000000000e+00
4.193800000000000416e+00,4.071799999999999642e+00,0.000000000000000000e+00
4.184899999999999842e+00,4.070299999999999585e+00,0.000000000000000000e+00
4.176000000000000156e+00,4.068800000000000416e+00,0.000000000000000000e+00
4.167300000000000004e+00,4.067199999999999704e+00,0.000000000000000000e+00
4.158800000000000274e+00,4.065599999999999881e+00,0.000000000000000000e+00
4.150400000000000311e+00,4.064000000000000057e+00,0.000000000000000000e+00
4.142199999999999882e+00,4.062400000000000233e+00,0.000000000000000000e+00
